Horodateur;Etes-vous :;Quel âge avez-vous ? (Juste mettre le nombre);De quelle province venez-vous ?;Habitez-vous :;Quel est votre code postal ?;En moyenne, combien de kilomètres effectuez-vous en voiture sur une année ?  [Avant la Covid-19];En moyenne, combien de kilomètres effectuez-vous en voiture sur une année ?  [Après la Covid-19];Depuis la Covid-19, vos déplacements en voiture;Quel est votre plus haut niveau d'étude ?;Vous êtes :;Travaillez-vous dans le secteur de l'énergie et/ou dans le domaine de l'environnement ?;Comment décririez-vous le revenu actuel de votre ménage ?;Avez-vous déjà rencontré un des problèmes suivants : [Inondation];Avez-vous déjà rencontré un des problèmes suivants : [Incendie];Avez-vous déjà rencontré un des problèmes suivants : [Pollution];Avant de participer à cette enquête, aviez-vous déjà entendu parler de l'utilisation de l'hydrogène dans le contexte de la production d'énergie ?;Evaluez votre connaissance à ce propos;Que pensez-vous de l'utilisation de l'hydrogène comme solution possible aux défis énergétiques et environnementaux ?;Avez-vous déjà pensé à acheter une voiture à hydrogène ? ;Comparées aux voitures à hydrogène, je pense que [Les voitures conventionnelles sont];Comparées aux voitures à hydrogène, je pense que [Les voitures hybrides sont];Comparées aux voitures à hydrogène, je pense que [Les voitures électriques sont];Comparées aux voitures à hydrogène, je pense que [Les voitures au gaz naturel comprimé (GNC) ou au gaz naturel liquéfié (GNL) sont]; [Etre mieux informé.e sur ce sujet]; [Pouvoir contribuer à l'élaboration des lois associées]; [Prix d'achat de la voiture à hydrogène]; [Prix de l'hydrogène]; [Prix des autres carburants]; [Sécurité de l'hydrogène]; [La présence de stations à hydrogène]; [Autonomie]; [Diminution des importations de combustibles]; [Réduction des émissions de gaz à effet de serre à l'origine du changement climatique]; [Réduction de la pollution atmosphérique locale dans les zones urbaines]; [Création d'opportunités pour les industries belges afin d'accroître leur capacité à fournir des technologies innovantes];"A quel degré seriez-vous intéressé.e par l'achat d'une voiture à hydrogène si ... (sur une échelle de ""Pas du tout intéressé.e"" à ""Fortement intéressé.e"") [tout est égal (prix, confort, maintenance,..) aux autres sortes de voiture]";"A quel degré seriez-vous intéressé.e par l'achat d'une voiture à hydrogène si ... (sur une échelle de ""Pas du tout intéressé.e"" à ""Fortement intéressé.e"") [des subsides sont fournis à l'achat]";"A quel degré seriez-vous intéressé.e par l'achat d'une voiture à hydrogène si ... (sur une échelle de ""Pas du tout intéressé.e"" à ""Fortement intéressé.e"") [les voitures à diesel sont bannies des villes]";"A quel degré seriez-vous intéressé.e par l'achat d'une voiture à hydrogène si ... (sur une échelle de ""Pas du tout intéressé.e"" à ""Fortement intéressé.e"") [les voitures à essence sont bannies des villes]";Si une limitation de kilomètres par an pouvant être réalisés par des voitures polluantes (diesel/essence) existait, à quelle limitation passeriez-vous à une voiture plus propre ? 
1/3/2022 19:50:05;Homme;19;Namur;A la campagne;5640;Entre 10 000 et 15 000;Entre 10 000 et 15 000;Ont diminué;Bachelier;Etudiant;Non;Je vis confortablement avec mon revenu actuel;Non;Non;Oui;Non;1;3;Non;Une moins bonne solution;Une meilleure solution;Une solution égale;Une solution égale;Fort important;Moyennement important;Fort important;Fort important;Fort important;Moyennement important;Moyennement important;Moyennement important;Fort important;Fort important;Fort important;Moyennement important;Un peu intéressé.e;Moyennement intéressé.e;Fortement intéressé.e;Moyennement intéressé.e;10 000 km
1/3/2022 19:50:36;Homme;23;Hainaut;A la campagne;7030;Plus de 20 000;Plus de 20 000;Ont augmenté;Bachelier;Etudiant;Non;Je vis très confortablement avec mon revenu actuel;Non;Non;Non;Oui;5;5;Oui, je le voulais avant la Covid-19 et je le désire encore plus;Une moins bonne solution;Une solution égale;Une moins bonne solution;Une solution égale;Très important;Très important;Très important;Très important;Fort important;Très important;Fort important;Très important;Moyennement important;Moyennement important;Moyennement important;Très important;Fortement intéressé.e;Un peu intéressé.e;Moyennement intéressé.e;Un peu intéressé.e;20 000 km
1/3/2022 19:55:25;Homme;25;Région de Bruxelles-Capitale;En périphérie;1950;Moins de 10 000;Moins de 10 000;Ont diminué;Master;Chômeur;Oui;Je vis confortablement avec mon revenu actuel;Non;Non;Oui;Oui;4;4;Non;Une moins bonne solution;Une solution égale;Une meilleure solution;Une meilleure solution;Fort important;Peu important;Moyennement important;Moyennement important;Moyennement important;Très important;Fort important;Fort important;Peu important;Très important;Très important;Peu important;Peu intéressé.e;Moyennement intéressé.e;Peu intéressé.e;Peu intéressé.e;20 000 km
1/3/2022 19:56:56;Homme;23;Liège;A la campagne;4120;Entre 15 000 et 20 000;Entre 15 000 et 20 000;sont restés stables;Bachelier;Employé;Non;Je vis confortablement avec mon revenu actuel;Non;Non;Non;Non;1;4;Non;Une moins bonne solution;Une solution égale;Une solution égale;Une solution égale;Fort important;Peu important;Fort important;Fort important;Fort important;Fort important;Fort important;Fort important;Moyennement important;Fort important;Fort important;Peu important;Un peu intéressé.e;Fortement intéressé.e;Un peu intéressé.e;Fortement intéressé.e;10 000 km
1/3/2022 19:57:01;Femme;23;Liège;A la campagne;4122;Entre 10 000 et 15 000;Moins de 10 000;Ont diminué;Bachelier;Etudiant;Non;Je vis très confortablement avec mon revenu actuel;Non;Non;Non;Oui;4;4;Non;Une moins bonne solution;Une moins bonne solution;Une solution égale;Une moins bonne solution;Peu important;Moyennement important;Fort important;Moyennement important;Moyennement important;Fort important;Fort important;Fort important;Moyennement important;Moyennement important;Moyennement important;Moyennement important;Fortement intéressé.e;Fortement intéressé.e;Moyennement intéressé.e;Un peu intéressé.e;5 000 km
1/3/2022 20:05:17;Homme;23;Liège;A la campagne;4121;Moins de 10 000;Entre 10 000 et 15 000;Ont augmenté;Master;Etudiant;Oui;Je vis très confortablement avec mon revenu actuel;Non;Non;Non;Oui;4;4;Oui, mais finalement je me suis dirigé.e vers autre chose (autre raison que la Covid-19);Une solution égale;Une solution égale;Une moins bonne solution;Une solution égale;Très important;Peu important;Fort important;Fort important;Moyennement important;Très important;Très important;Très important;Fort important;Moyennement important;Fort important;Très important;Un peu intéressé.e;Un peu intéressé.e;Un peu intéressé.e;Fortement intéressé.e;20 000 km
1/3/2022 20:22:37;Femme;24;Liège;En périphérie;4400;Moins de 10 000;Moins de 10 000;Ont diminué;Master;Etudiant;Non;Je vis confortablement avec mon revenu actuel;Non;Non;Non;Non;1;3;Non;Une solution égale;Une solution égale;Une solution égale;Une solution égale;Très important;Moyennement important;Très important;Très important;Très important;Très important;Fort important;Fort important;Moyennement important;Très important;Très important;Moyennement important;Un peu intéressé.e;Un peu intéressé.e;Un peu intéressé.e;Un peu intéressé.e;20 000 km
1/3/2022 20:30:48;Homme;37;Liège;En périphérie;4540;Plus de 20 000;Entre 10 000 et 15 000;Ont diminué;Master;Employé;Oui;Je vis confortablement avec mon revenu actuel;Non;Non;Non;Oui;3;4;Non;Une solution égale;Une moins bonne solution;Une moins bonne solution;Une moins bonne solution;Fort important;Moyennement important;Fort important;Fort important;Fort important;Très important;Fort important;Fort important;Moyennement important;Moyennement important;Moyennement important;Fort important;Un peu intéressé.e;Fortement intéressé.e;Un peu intéressé.e;Un peu intéressé.e;20 000 km
1/3/2022 20:36:12;Femme;19;Namur;A la campagne;5621;Entre 10 000 et 15 000;Entre 10 000 et 15 000;sont restés stables;Bachelier;Etudiant;Non;Je vis confortablement avec mon revenu actuel;Oui;Non;Oui;Oui;3;4;Non;Une moins bonne solution;Une moins bonne solution;Une solution égale;Une solution égale;Très important;Moyennement important;Fort important;Moyennement important;Moyennement important;Fort important;Très important;Très important;Très important;Très important;Très important;Très important;Fortement intéressé.e;Fortement intéressé.e;Un peu intéressé.e;Un peu intéressé.e;10 000 km
1/3/2022 20:39:06;Femme;21;Liège;A la campagne;4130;Moins de 10 000;Moins de 10 000;sont restés stables;Bachelier;Etudiant;Non;Je vis très confortablement avec mon revenu actuel;Non;Non;Non;Oui;1;4;Non;Une moins bonne solution;Une solution égale;Une moins bonne solution;Une moins bonne solution;Très important;Moyennement important;Fort important;Fort important;Fort important;Très important;Très important;Très important;Fort important;Très important;Très important;Moyennement important;Fortement intéressé.e;Fortement intéressé.e;Fortement intéressé.e;Fortement intéressé.e;10 000 km
1/3/2022 20:42:25;Femme;25;Liège;En centre ville;4000;Moins de 10 000;Moins de 10 000;Ont augmenté;Master;Etudiant;Oui;Je me débrouille avec mon revenu actuel;Non;Non;Non;Oui;3;4;Non;Une moins bonne solution;Une moins bonne solution;Une solution égale;Une moins bonne solution;Fort important;Moyennement important;Fort important;Fort important;Fort important;Très important;Très important;Très important;Fort important;Fort important;Fort important;Moyennement important;Un peu intéressé.e;Un peu intéressé.e;Fortement intéressé.e;Fortement intéressé.e;10 000 km
1/3/2022 20:56:20;Femme;22;Hainaut;En centre ville;700;Entre 15 000 et 20 000;Entre 15 000 et 20 000;sont restés stables;Master;Etudiant;Non;Je me débrouille avec mon revenu actuel;Non;Non;Non;Oui;3;4;Non;Une moins bonne solution;Une solution égale;Une solution égale;Une solution égale;Fort important;Moyennement important;Fort important;Fort important;Fort important;Fort important;Fort important;Fort important;Moyennement important;Moyennement important;Fort important;Fort important;Un peu intéressé.e;Moyennement intéressé.e;Un peu intéressé.e;Un peu intéressé.e;20 000 km
1/3/2022 21:05:44;Homme;26;Liège;En périphérie;4800;Entre 10 000 et 15 000;Entre 10 000 et 15 000;sont restés stables;Bachelier;Employé;Non;Je me débrouille avec mon revenu actuel;Non;Non;Non;Oui;3;4;Non;Une solution égale;Une solution égale;Une solution égale;Une solution égale;Fort important;Moyennement important;Très important;Très important;Très important;Très important;Très important;Très important;Moyennement important;Peu important;Peu important;Pas du tout important;Fortement intéressé.e;Fortement intéressé.e;Un peu intéressé.e;Un peu intéressé.e;20 000 km
1/3/2022 21:14:44;Femme;57;Liège;A la campagne;4540;Moins de 10 000;Moins de 10 000;Ont diminué;Bachelier;Employé;Non;Je vis confortablement avec mon revenu actuel;Oui;Non;Oui;Oui;3;4;Non;Une solution égale;Une solution égale;Une solution égale;Une meilleure solution;Fort important;Fort important;Fort important;Fort important;Fort important;Très important;Très important;Très important;Peu important;Très important;Très important;Très important;Fortement intéressé.e;Fortement intéressé.e;Fortement intéressé.e;Fortement intéressé.e;10 000 km
1/3/2022 21:16:39;Femme;19;Namur;En périphérie;5030;Entre 15 000 et 20 000;Entre 10 000 et 15 000;Ont diminué;Bachelier;Etudiant;Non;Je vis confortablement avec mon revenu actuel;Non;Non;Non;Non;1;4;Non;Une moins bonne solution;Une meilleure solution;Une solution égale;Une solution égale;Pas du tout important;Pas du tout important;Pas du tout important;Pas du tout important;Pas du tout important;Pas du tout important;Pas du tout important;Pas du tout important;Pas du tout important;Pas du tout important;Pas du tout important;Pas du tout important;Pas du tout intéressé.e;Pas du tout intéressé.e;Pas du tout intéressé.e;Pas du tout intéressé.e;2 500 km
1/3/2022 21:16:52;Homme;25;Liège;A la campagne;4100;Entre 10 000 et 15 000;Moins de 10 000;Ont diminué;Master;Etudiant;Non;Je vis confortablement avec mon revenu actuel;Non;Non;Non;Oui;3;2;Non;Une solution égale;Une meilleure solution;Une meilleure solution;Une solution égale;Fort important;Moyennement important;Fort important;Fort important;Moyennement important;Fort important;Très important;Fort important;Très important;Très important;Très important;Très important;Pas du tout intéressé.e;Pas du tout intéressé.e;Pas du tout intéressé.e;Pas du tout intéressé.e;20 000 km
1/3/2022 21:17:14;Femme;19;Hainaut;A la campagne;6142;Entre 15 000 et 20 000;Entre 10 000 et 15 000;sont restés stables;Bachelier;Etudiant;Non;Je me débrouille avec mon revenu actuel;Non;Non;Oui;Oui;3;4;Oui, je le voulais avant la Covid-19 et je le désire encore plus;Une moins bonne solution;Une moins bonne solution;Une solution égale;Une solution égale;Très important;Fort important;Très important;Très important;Fort important;Très important;Très important;Très important;Très important;Très important;Très important;Très important;Fortement intéressé.e;Fortement intéressé.e;Un peu intéressé.e;Un peu intéressé.e;20 000 km
1/3/2022 21:18:25;Homme;23;Liège;En centre ville;4000;Moins de 10 000;Moins de 10 000;sont restés stables;Master;Etudiant;Non;Je vis très confortablement avec mon revenu actuel;Non;Non;Non;Oui;4;2;Non;Une meilleure solution;Une meilleure solution;Une meilleure solution;Une moins bonne solution;Très important;Peu important;Fort important;Fort important;Très important;Moyennement important;Fort important;Fort important;Fort important;Fort important;Fort important;Peu important;Pas du tout intéressé.e;Pas du tout intéressé.e;Peu intéressé.e;Peu intéressé.e;20 000 km
1/3/2022 21:21:23;Femme;49;Namur;A la campagne;5364;Entre 15 000 et 20 000;Entre 15 000 et 20 000;sont restés stables;Bachelier;Employé;Non;Je vis confortablement avec mon revenu actuel;Non;Non;Non;Oui;1;4;Non;Une meilleure solution;Une meilleure solution;Une solution égale;Une solution égale;Très important;Moyennement important;Fort important;Fort important;Fort important;Fort important;Fort important;Fort important;Fort important;Très important;Très important;Fort important;Fortement intéressé.e;Un peu intéressé.e;Un peu intéressé.e;Un peu intéressé.e;10 000 km
1/3/2022 21:23:08;Homme;33;Liège;A la campagne;4910;Plus de 20 000;Plus de 20 000;Ont diminué;Bachelier;Employé;Non;Je me débrouille avec mon revenu actuel;Non;Non;Non;Oui;2;4;Non;Une moins bonne solution;Une moins bonne solution;Une solution égale;Une solution égale;Peu important;Peu important;Très important;Très important;Fort important;Fort important;Très important;Très important;Peu important;Peu important;Peu important;Peu important;Un peu intéressé.e;Fortement intéressé.e;Peu intéressé.e;Un peu intéressé.e;20 000 km
1/3/2022 21:35:31;Homme;23;Liège;A la campagne;4880;Entre 10 000 et 15 000;Entre 10 000 et 15 000;sont restés stables;Bachelier;Etudiant;Non;Je me débrouille avec mon revenu actuel;Non;Non;Non;Oui;4;4;Non;Une moins bonne solution;Une solution égale;Une solution égale;Une solution égale;Très important;Moyennement important;Très important;Fort important;Fort important;Très important;Fort important;Fort important;Peu important;Très important;Très important;Fort important;Moyennement intéressé.e;Un peu intéressé.e;Un peu intéressé.e;Un peu intéressé.e;10 000 km
1/3/2022 21:36:47;Homme;24;Liège;En centre ville;4000;Entre 15 000 et 20 000;Entre 15 000 et 20 000;sont restés stables;Master;Employé;Non;Je vis confortablement avec mon revenu actuel;Non;Non;Non;Oui;4;4;Oui, mais finalement je me suis dirigé.e vers autre chose (autre raison que la Covid-19);Une moins bonne solution;Une moins bonne solution;Une solution égale;Une moins bonne solution;Moyennement important;Moyennement important;Très important;Fort important;Moyennement important;Fort important;Très important;Très important;Fort important;Très important;Très important;Fort important;Fortement intéressé.e;Fortement intéressé.e;Moyennement intéressé.e;Moyennement intéressé.e;20 000 km
1/3/2022 21:39:05;Homme;24;Liège;En centre ville;4000;Entre 15 000 et 20 000;Entre 10 000 et 15 000;Ont diminué;Master;Employé;Oui;Je vis confortablement avec mon revenu actuel;Non;Non;Oui;Oui;5;4;Non;Une solution égale;Une meilleure solution;Une solution égale;Une solution égale;Fort important;Peu important;Très important;Fort important;Fort important;Fort important;Très important;Peu important;Moyennement important;Très important;Très important;Très important;Fortement intéressé.e;Un peu intéressé.e;Peu intéressé.e;Un peu intéressé.e;20 000 km
1/3/2022 21:46:20;Femme;23;Liège;A la campagne;4280;Entre 15 000 et 20 000;Moins de 10 000;Ont diminué;Master;Employé;Non;Je vis confortablement avec mon revenu actuel;Non;Non;Non;Oui;3;4;Non;Une solution égale;Une solution égale;Une meilleure solution;Une solution égale;Très important;Moyennement important;Fort important;Fort important;Fort important;Fort important;Fort important;Fort important;Fort important;Fort important;Fort important;Fort important;Un peu intéressé.e;Un peu intéressé.e;Peu intéressé.e;Un peu intéressé.e;5 000 km
1/3/2022 21:48:22;Femme;20;Région de Bruxelles-Capitale;En périphérie;1950;Entre 10 000 et 15 000;Entre 10 000 et 15 000;Ont diminué;Bachelier;Etudiant;Oui;Je vis confortablement avec mon revenu actuel;Oui;Non;Non;Oui;4;4;Non;Une moins bonne solution;Une solution égale;Une solution égale;Une solution égale;Fort important;Peu important;Fort important;Fort important;Fort important;Fort important;Très important;Très important;Très important;Fort important;Fort important;Moyennement important;Fortement intéressé.e;Fortement intéressé.e;Un peu intéressé.e;Moyennement intéressé.e;5 000 km
1/3/2022 21:49:54;Homme;23;Liège;A la campagne;4280;Moins de 10 000;Entre 15 000 et 20 000;Ont augmenté;Master;Etudiant;Non;Je vis très confortablement avec mon revenu actuel;Non;Non;Non;Oui;5;4;Non;Une moins bonne solution;Une solution égale;Une solution égale;Une moins bonne solution;Très important;Moyennement important;Très important;Très important;Très important;Très important;Très important;Très important;Fort important;Très important;Très important;Moyennement important;Fortement intéressé.e;Fortement intéressé.e;Un peu intéressé.e;Un peu intéressé.e;20 000 km
1/3/2022 21:57:15;Femme;25;Liège;A la campagne;4570;Entre 15 000 et 20 000;Entre 10 000 et 15 000;Ont diminué;Master;Employé;Non;Je vis confortablement avec mon revenu actuel;Non;Oui;Non;Oui;1;3;Oui, mais finalement je me suis dirigé.e vers autre chose (autre raison que la Covid-19);Une solution égale;Une solution égale;Une solution égale;Une solution égale;Très important;Peu important;Fort important;Fort important;Moyennement important;Fort important;Fort important;Fort important;Moyennement important;Fort important;Moyennement important;Fort important;Un peu intéressé.e;Fortement intéressé.e;Un peu intéressé.e;Un peu intéressé.e;1 000 km
